subsidy_id,is_synthetic,subsidy_name,subsidy_category,locality,lga_name,abs_lga_code,vicmap_lga_code,regional_group,area_type,anchor_osm_id,anchor_poi_name,anchor_poi_category,anchor_poi_subcategory,anchor_latitude,anchor_longitude,anchor_role,geographic_scope,applicant_type,occupation_restriction,benefit_type,max_amount_aud,payment_frequency,income_limit_aud_annual,income_assessment_unit,age_subject,age_min,age_max,new_resident_required,apply_within_days_of_move,minimum_move_distance_km,eligibility_summary,required_evidence,mock_application_open_date,mock_application_close_date,mock_status,mock_provider,official_source_url,application_url,source_type,generated_on,record_notice
MOCK-SUB-0254,true,[MOCK] Fish Creek Household Settling Support,housing_setup,FISH CREEK,SOUTH GIPPSLAND,26170,361,Gippsland,rural_council,n8547011811,Fish Creek Memorial Hall,community,community_centre,-38.6928484,146.0816669,context_only_not_provider,mock_locality,household,none,reimbursement,1750,one_off,75000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in FISH CREEK (SOUTH GIPPSLAND LGA). Annual gross household income at most AUD 75000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-09-19,2027-02-12,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0255,true,[MOCK] Meeniyan School Essentials Support,school_support,MEENIYAN,SOUTH GIPPSLAND,26170,361,Gippsland,rural_council,w596748666,Meeniyan Primary School,education,school,-38.5797488,146.0150734,context_only_not_provider,mock_locality,household,none,voucher,200,one_off,90000,household,dependent_child,5,18,false,,,FICTIONAL TEST RULES: reside in MEENIYAN (SOUTH GIPPSLAND LGA). Annual gross household income at most AUD 90000. Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,Proof of identity and locality residence; income evidence; Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,2026-08-15,2026-12-03,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0256,true,[MOCK] Mildura Home Efficiency Rebate,energy,MILDURA,MILDURA,24780,345,Mallee,regional_city,w688256753,Living Waters Christian Community Care Centre,community,community_centre,-34.1898154,142.1618511,context_only_not_provider,mock_locality,household,none,rebate,1600,one_off,110000,household,applicant,18,,false,,,FICTIONAL TEST RULES: reside in MILDURA (MILDURA LGA). Annual gross household income at most AUD 110000. Primary residence in locality; owner consent if renting and efficiency upgrade quote required. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Primary residence in locality; owner consent if renting and efficiency upgrade quote required.,2026-06-02,2026-11-14,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0257,true,[MOCK] Birchip Sport Participation Voucher,sport,BIRCHIP,BULOKE,21270,309,Mallee,rural_council,w759357810,Birchip Shire Soldiers Memorial Park,recreation,park,-35.9815031,142.9183523,context_only_not_provider,mock_locality,individual,none,voucher,300,one_off,45000,individual,applicant,5,25,false,,,FICTIONAL TEST RULES: reside in BIRCHIP (BULOKE LGA). Annual gross individual income at most AUD 45000. Local resident aged 5 to 25; sports enrolment or equipment quote required.,Proof of identity and locality residence; income evidence; Local resident aged 5 to 25; sports enrolment or equipment quote required.,2026-06-17,2027-02-16,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0258,true,[MOCK] Tatura Early Years Participation Voucher,childcare,TATURA,GREATER SHEPPARTON,22830,328,Goulburn,regional_city,w907068820,Tatura Childrens Centre,education,kindergarten,-36.4417526,145.2235549,context_only_not_provider,mock_locality,household,none,voucher,750,one_off,90000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in TATURA (GREATER SHEPPARTON LGA). Annual gross household income at most AUD 90000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-05-16,2027-02-01,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0259,true,[MOCK] Broughton Household Settling Support,housing_setup,BROUGHTON,HINDMARSH,22980,330,Wimmera Southern Mallee,rural_council,w1425108680,The Salvation Army Broughton Corps,community,community_centre,-36.1668866,141.3523266,context_only_not_provider,mock_locality,household,none,reimbursement,1200,one_off,75000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in BROUGHTON (HINDMARSH LGA). Annual gross household income at most AUD 75000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-07-04,2027-01-29,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0260,true,[MOCK] Nhill Digital Learning Support,digital,NHILL,HINDMARSH,22980,330,Wimmera Southern Mallee,rural_council,n11475698271,Nhill Men's Shed,community,community_centre,-36.3350621,141.6487045,context_only_not_provider,mock_locality,individual,none,grant,1200,one_off,60000,individual,applicant,16,,false,,,FICTIONAL TEST RULES: reside in NHILL (HINDMARSH LGA). Annual gross individual income at most AUD 60000. Local resident aged at least 16 enrolled in study or digital skills activity; course and device quote required.,Proof of identity and locality residence; income evidence; Local resident aged at least 16 enrolled in study or digital skills activity; course and device quote required.,2026-03-09,2026-08-10,mock_closed,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0261,true,[MOCK] Warrnambool Health Access Reimbursement,healthcare,WARRNAMBOOL,WARRNAMBOOL,26730,369,Great South Coast,regional_city,n13135584901,Dorevitch Pathology,healthcare,clinic,-38.3809351,142.5200167,context_only_not_provider,mock_locality,individual,none,reimbursement,550,one_off,45000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in WARRNAMBOOL (WARRNAMBOOL LGA). Annual gross individual income at most AUD 45000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-06-05,2027-02-28,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0262,true,[MOCK] Warragul Household Settling Support,housing_setup,WARRAGUL,BAW BAW,20830,305,Gippsland,rural_council,w307981140,Senior Citizens Centre,community,social_facility,-38.1613783,145.9337254,context_only_not_provider,mock_locality,household,none,reimbursement,1000,one_off,110000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in WARRAGUL (BAW BAW LGA). Annual gross household income at most AUD 110000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-11-11,2027-02-22,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0263,true,[MOCK] Norlane Local Travel Voucher,transport,NORLANE,GREATER GEELONG,22750,327,Barwon,regional_city,w312181894,Platform 3,public_transport,platform,-38.0972855,144.3655084,context_only_not_provider,mock_locality,individual,none,voucher,200,one_off,75000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in NORLANE (GREATER GEELONG LGA). Annual gross individual income at most AUD 75000. Local resident requiring travel support; proposed study, work or medical journey required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Local resident requiring travel support; proposed study, work or medical journey required.",2026-11-14,2027-03-03,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0264,true,[MOCK] Jan Juc Early Years Participation Voucher,childcare,JAN JUC,SURF COAST,26490,365,Barwon,rural_council,n848692858,Jan Juc Pre School,education,kindergarten,-38.348815,144.2929014,context_only_not_provider,mock_locality,household,none,voucher,900,one_off,90000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in JAN JUC (SURF COAST LGA). Annual gross household income at most AUD 90000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-10-30,2027-02-16,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0265,true,[MOCK] Warracknabeal Health Access Reimbursement,healthcare,WARRACKNABEAL,YARRIAMBIACK,27630,378,Wimmera Southern Mallee,rural_council,w228776740,Rural Northwest Health Warracknabeal Campus,healthcare,hospital,-36.2524169,142.3818907,context_only_not_provider,mock_locality,individual,none,reimbursement,400,one_off,75000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in WARRACKNABEAL (YARRIAMBIACK LGA). Annual gross individual income at most AUD 75000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-07-27,2027-01-03,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0266,true,[MOCK] North Geelong Early Years Participation Voucher,childcare,NORTH GEELONG,GREATER GEELONG,22750,327,Barwon,regional_city,w1025802766,Federation Children,education,kindergarten,-38.130589,144.3432569,context_only_not_provider,mock_locality,household,none,voucher,1200,one_off,90000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in NORTH GEELONG (GREATER GEELONG LGA). Annual gross household income at most AUD 90000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-07-06,2027-01-19,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0267,true,[MOCK] Woomelang Household Settling Support,housing_setup,WOOMELANG,YARRIAMBIACK,27630,378,Wimmera Southern Mallee,rural_council,w1193771242,Woomelang Community Hall,community,community_centre,-35.680471,142.6657106,context_only_not_provider,mock_locality,household,none,reimbursement,1450,one_off,90000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in WOOMELANG (YARRIAMBIACK LGA). Annual gross household income at most AUD 90000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-08-19,2027-02-10,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0268,true,[MOCK] Creswick Moving Expense Support,relocation,CRESWICK,HEPBURN,22910,329,Central Highlands,rural_council,w1304631101,Temporary Library (Room 123) till Feb 2025,community,library,-37.4230698,143.8997677,context_only_not_provider,mock_locality,household,none,reimbursement,2100,one_off,75000,household,applicant,18,,true,90,50,FICTIONAL TEST RULES: reside in CRESWICK (HEPBURN LGA). Annual gross household income at most AUD 75000. Move at least 50 km and establish primary residence; moving receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Move at least 50 km and establish primary residence; moving receipts required.,2026-08-10,2026-11-22,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0269,true,[MOCK] Maldon Early Years Participation Voucher,childcare,MALDON,MOUNT ALEXANDER,25430,353,Loddon Campaspe,rural_council,w315554218,Maldon Pre-School,education,kindergarten,-36.9930819,144.0680003,context_only_not_provider,mock_locality,household,none,voucher,1300,one_off,75000,household,dependent_child,0,5,false,,,FICTIONAL TEST RULES: reside in MALDON (MOUNT ALEXANDER LGA). Annual gross household income at most AUD 75000. Parent or guardian of child aged 0 to 5; enrolment confirmation required.,Proof of identity and locality residence; income evidence; Parent or guardian of child aged 0 to 5; enrolment confirmation required.,2026-05-10,2027-01-14,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0270,true,[MOCK] Tongala Health Access Reimbursement,healthcare,TONGALA,CAMPASPE,21370,310,Loddon Campaspe,rural_council,n11464615221,Tongala Health,healthcare,doctor,-36.2505772,144.9495601,context_only_not_provider,mock_locality,individual,none,reimbursement,950,one_off,45000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in TONGALA (CAMPASPE LGA). Annual gross individual income at most AUD 45000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-03-08,2026-08-10,mock_closed,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0271,true,[MOCK] Bacchus Marsh Independent Living Support,accessibility,BACCHUS MARSH,MOORABOOL,25150,350,Central Highlands,rural_council,n5574677089,Grant Street Medical Centre,healthcare,clinic,-37.6801456,144.4348823,context_only_not_provider,mock_locality,individual,none,grant,3300,one_off,75000,individual,applicant,18,,false,,,FICTIONAL TEST RULES: reside in BACCHUS MARSH (MOORABOOL LGA). Annual gross individual income at most AUD 75000. Disability or mobility support need; support assessment and equipment quote required. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Disability or mobility support need; support assessment and equipment quote required.,2026-11-03,2027-02-11,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0272,true,[MOCK] Stawell Independent Living Support,accessibility,STAWELL,NORTHERN GRAMPIANS,25810,357,Wimmera Southern Mallee,rural_council,w116778899,Stawell District Hospital,healthcare,hospital,-37.0591586,142.7814832,context_only_not_provider,mock_locality,individual,none,grant,3000,one_off,45000,individual,applicant,18,,false,,,FICTIONAL TEST RULES: reside in STAWELL (NORTHERN GRAMPIANS LGA). Annual gross individual income at most AUD 45000. Disability or mobility support need; support assessment and equipment quote required. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Disability or mobility support need; support assessment and equipment quote required.,2026-07-22,2026-11-30,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0273,true,[MOCK] Ballarat Central Household Settling Support,housing_setup,BALLARAT CENTRAL,BALLARAT,20570,302,Central Highlands,regional_city,w42180356,Ballarat Town Hall,community,town_hall,-37.5623175,143.8565135,context_only_not_provider,mock_locality,household,none,reimbursement,650,one_off,110000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in BALLARAT CENTRAL (BALLARAT LGA). Annual gross household income at most AUD 110000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-05-30,2027-03-25,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0274,true,[MOCK] Linton Household Settling Support,housing_setup,LINTON,GOLDEN PLAINS,22490,324,Central Highlands,rural_council,w1024211621,Linton Community Hub,community,town_hall,-37.6866196,143.5623365,context_only_not_provider,mock_locality,household,none,reimbursement,1900,one_off,110000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in LINTON (GOLDEN PLAINS LGA). Annual gross household income at most AUD 110000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-08-06,2026-11-09,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0275,true,[MOCK] Wonthaggi School Essentials Support,school_support,WONTHAGGI,BASS COAST,20740,304,Gippsland,rural_council,w883599850,Bass Coast College McKenzie Senior Campus,education,school,-38.6105618,145.5999783,context_only_not_provider,mock_locality,household,none,voucher,500,one_off,110000,household,dependent_child,5,18,false,,,FICTIONAL TEST RULES: reside in WONTHAGGI (BASS COAST LGA). Annual gross household income at most AUD 110000. Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,Proof of identity and locality residence; income evidence; Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,2026-07-25,2027-02-22,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0276,true,[MOCK] Seymour Health Access Reimbursement,healthcare,SEYMOUR,MITCHELL,24850,346,Goulburn,rural_council,w974861664,Seymour Hospital,healthcare,hospital,-37.0181592,145.1387518,context_only_not_provider,mock_locality,individual,none,reimbursement,850,one_off,45000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in SEYMOUR (MITCHELL LGA). Annual gross individual income at most AUD 45000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-05-28,2027-03-17,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0277,true,[MOCK] Horsham Health Access Reimbursement,healthcare,HORSHAM,HORSHAM,23190,332,Wimmera Southern Mallee,regional_city,n1276780864,Tristar Medical Centre,healthcare,doctor,-36.7182836,142.1984099,context_only_not_provider,mock_locality,individual,none,reimbursement,950,one_off,60000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in HORSHAM (HORSHAM LGA). Annual gross individual income at most AUD 60000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-05-03,2026-08-30,mock_closed,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0278,true,[MOCK] Geelong Health Access Reimbursement,healthcare,GEELONG,GREATER GEELONG,22750,327,Barwon,regional_city,n7786644340,Bhardwaj Dental Centre,healthcare,dentist,-38.1482616,144.3634032,context_only_not_provider,mock_locality,individual,none,reimbursement,800,one_off,75000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in GEELONG (GREATER GEELONG LGA). Annual gross individual income at most AUD 75000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-05-17,2026-10-31,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0279,true,[MOCK] Cohuna Household Settling Support,housing_setup,COHUNA,GANNAWARRA,22250,321,Mallee,rural_council,w712622399,Cohuna Neighbourhood House,community,community_centre,-35.8115834,144.2213961,context_only_not_provider,mock_locality,household,none,reimbursement,1650,one_off,110000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in COHUNA (GANNAWARRA LGA). Annual gross household income at most AUD 110000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-10-19,2027-03-27,mock_upcoming,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0280,true,[MOCK] Bairnsdale Health Access Reimbursement,healthcare,BAIRNSDALE,EAST GIPPSLAND,22110,319,Gippsland,rural_council,w179553490,Your Space,healthcare,clinic,-37.8264842,147.6338939,context_only_not_provider,mock_locality,individual,none,reimbursement,1100,one_off,75000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in BAIRNSDALE (EAST GIPPSLAND LGA). Annual gross individual income at most AUD 75000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-04-29,2026-12-31,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0281,true,[MOCK] Mount Egerton School Essentials Support,school_support,MOUNT EGERTON,MOORABOOL,25150,350,Central Highlands,rural_council,w320758061,Mount Egerton Primary School,education,school,-37.628123,144.1023253,context_only_not_provider,mock_locality,household,none,voucher,400,one_off,90000,household,dependent_child,5,18,false,,,FICTIONAL TEST RULES: reside in MOUNT EGERTON (MOORABOOL LGA). Annual gross household income at most AUD 90000. Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,Proof of identity and locality residence; income evidence; Parent or guardian of student aged 5 to 18; enrolment and equipment quote required.,2026-07-23,2027-03-16,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0282,true,[MOCK] Dunolly Home Efficiency Rebate,energy,DUNOLLY,CENTRAL GOLDFIELDS,21670,313,Loddon Campaspe,rural_council,w39627056,Dunolly Town Hall,community,town_hall,-36.8599648,143.7317262,context_only_not_provider,mock_locality,household,none,rebate,650,one_off,90000,household,applicant,18,,false,,,FICTIONAL TEST RULES: reside in DUNOLLY (CENTRAL GOLDFIELDS LGA). Annual gross household income at most AUD 90000. Primary residence in locality; owner consent if renting and efficiency upgrade quote required. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Primary residence in locality; owner consent if renting and efficiency upgrade quote required.,2026-08-04,2026-11-21,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0283,true,[MOCK] Corio Independent Living Support,accessibility,CORIO,GREATER GEELONG,22750,327,Barwon,regional_city,w266500818,Cloverdale Community Centre,community,community_centre,-38.0730418,144.3438069,context_only_not_provider,mock_locality,individual,none,grant,1800,one_off,45000,individual,applicant,18,,false,,,FICTIONAL TEST RULES: reside in CORIO (GREATER GEELONG LGA). Annual gross individual income at most AUD 45000. Disability or mobility support need; support assessment and equipment quote required. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Disability or mobility support need; support assessment and equipment quote required.,2026-08-17,2027-01-01,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0284,true,[MOCK] Ballarat East Community Participation Voucher,community,BALLARAT EAST,BALLARAT,20570,302,Central Highlands,regional_city,w300347035,,community,community_centre,-37.5617252,143.8876787,context_only_not_provider,mock_locality,individual,none,voucher,200,one_off,60000,individual,applicant,18,,false,,,FICTIONAL TEST RULES: reside in BALLARAT EAST (BALLARAT LGA). Annual gross individual income at most AUD 60000. Local resident joining a community class or activity; registration confirmation required. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; Local resident joining a community class or activity; registration confirmation required.,2026-08-19,2027-03-03,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0285,true,[MOCK] Pyramid Hill Household Settling Support,housing_setup,PYRAMID HILL,LODDON,23940,338,Loddon Campaspe,rural_council,n12703299797,Pyramid Hill Community Centre Development Stage 1,community,community_centre,-36.0540688,144.1160409,context_only_not_provider,mock_locality,household,none,reimbursement,800,one_off,110000,household,applicant,18,,true,90,,FICTIONAL TEST RULES: reside in PYRAMID HILL (LODDON LGA). Annual gross household income at most AUD 110000. New resident; tenancy at least 6 months; household essentials receipts required. Apply within 90 days of moving. Applicant aged at least 18.,Proof of identity and locality residence; income evidence; New resident; tenancy at least 6 months; household essentials receipts required.,2026-07-10,2026-12-22,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0286,true,[MOCK] Gateway Island Sport Participation Voucher,sport,GATEWAY ISLAND,WODONGA,27170,374,Ovens Murray,regional_city,w303595227,Gateway Lakes,recreation,park,-36.0909987,146.9007161,context_only_not_provider,mock_locality,individual,none,voucher,150,one_off,,individual,applicant,5,25,false,,,FICTIONAL TEST RULES: reside in GATEWAY ISLAND (WODONGA LGA). No income limit in this mock scenario. Local resident aged 5 to 25; sports enrolment or equipment quote required.,Proof of identity and locality residence; Local resident aged 5 to 25; sports enrolment or equipment quote required.,2026-05-24,2026-11-17,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
MOCK-SUB-0287,true,[MOCK] Jeparit Health Access Reimbursement,healthcare,JEPARIT,HINDMARSH,22980,330,Wimmera Southern Mallee,rural_council,w256149913,Jeparit Hospital,healthcare,hospital,-36.1414952,141.9847518,context_only_not_provider,mock_locality,individual,none,reimbursement,900,one_off,60000,individual,applicant,18,,false,,,"FICTIONAL TEST RULES: reside in JEPARIT (HINDMARSH LGA). Annual gross individual income at most AUD 60000. Eligible consultation, prescription or dental expense; receipt required. Applicant aged at least 18.","Proof of identity and locality residence; income evidence; Eligible consultation, prescription or dental expense; receipt required.",2026-05-19,2026-12-01,mock_open,SERINEA Demo Support Office (fictional),,,synthetic_from_poi_context,2026-09-08,"Fictional subsidy for testing only. Real POI is a geographic anchor, not a participating provider. Not open government subsidy data."
